unique_id,win_odds,win,win_return
2024551020061,178.9,0,0.0
2024551110075,157.9,0,0.0
2024550421066,60.0,0,0.0
2025550104123,105.1,0,0.0
2025550119121,129.1,0,0.0
2020550607011,4.7,0,0.0
2020550620099,16.8,0,0.0
2020550704117,5.7,1,5.7
2020550712041,40.2,0,0.0
2020550810108,16.4,0,0.0
2020550908068,14.8,0,0.0
20205509260211,47.7,0,0.0
2020551003099,61.7,0,0.0
2020551017076,8.8,0,0.0
2020551107011,42.1,0,0.0
2020551122063,8.6,0,0.0
2020551205061,8.1,0,0.0
2020551219028,13.7,0,0.0
2021550105033,7.6,0,0.0
2021550124024,15.4,0,0.0
2021550207014,43.3,0,0.0
2021550221028,43.9,0,0.0
2021550307016,53.1,0,0.0
2021550320086,7.0,0,0.0
2021550402065,10.3,0,0.0
2021550418025,6.4,0,0.0
2021550530048,3.8,0,0.0
20215506120611,8.5,0,0.0
20215506250610,3.0,0,0.0
2021550710041,10.5,0,0.0
2021550724025,23.5,0,0.0
2021550808037,8.6,0,0.0
2021550828041,11.1,0,0.0
2021550918063,23.4,0,0.0
2021551003037,19.3,0,0.0
2021551016033,77.4,0,0.0
2021551031049,53.5,0,0.0
2021551112048,19.6,0,0.0
20215511260410,26.7,0,0.0
2021551211051,29.6,0,0.0
2022550103062,109.4,0,0.0
20225501210612,23.1,0,0.0
20225502050510,28.5,0,0.0
2022550219049,14.9,0,0.0
2022550305012,11.4,0,0.0
2022550318048,38.7,0,0.0
20225504020510,28.9,0,0.0
2022550415042,67.6,0,0.0
2022550430034,6.6,0,0.0
2022550515039,4.4,0,0.0
2022550529038,9.6,1,9.6
2022550619038,10.8,0,0.0
2022550710016,8.1,0,0.0
2022550723092,51.4,0,0.0
2022550807049,3.1,0,0.0
2022550827035,8.2,0,0.0
2023550211075,1.1,1,1.1
2023550312099,5.8,0,0.0
20235504290410,6.5,0,0.0
2023550513044,4.6,0,0.0
2023550528058,19.3,0,0.0
2023551111042,26.8,0,0.0
2023551126066,42.7,0,0.0
2023551223052,10.2,0,0.0
2024550113112,4.3,1,4.3
2024550210085,4.3,1,4.3
2024550310081,23.8,0,0.0
2024550602057,3.1,1,3.1
2024550616057,4.1,0,0.0
